date,line,station_code,station,type,cnt
2019-01-01,2호선,201,시청,승차,8479
2019-01-01,2호선,201,시청,하차,6163
2019-01-01,2호선,202,을지로입구,승차,22545
2019-01-01,2호선,202,을지로입구,하차,21390
2019-01-01,2호선,203,을지로3가,승차,8167
2019-01-01,2호선,203,을지로3가,하차,7615
2019-01-01,2호선,204,을지로4가,승차,3919
2019-01-01,2호선,204,을지로4가,하차,3789
2019-01-01,2호선,205,동대문역사문화공원,승차,11610
2019-01-01,2호선,205,동대문역사문화공원,하차,12434
2019-01-01,2호선,206,신당,승차,6862
2019-01-01,2호선,206,신당,하차,7379
2019-01-01,2호선,207,상왕십리,승차,5774
2019-01-01,2호선,207,상왕십리,하차,6013
2019-01-01,2호선,208,왕십리(성동구청),승차,9489
2019-01-01,2호선,208,왕십리(성동구청),하차,8457
2019-01-01,2호선,209,한양대,승차,2368
2019-01-01,2호선,209,한양대,하차,2780
2019-01-01,2호선,210,뚝섬,승차,4992
2019-01-01,2호선,210,뚝섬,하차,5320
2019-01-01,2호선,211,성수,승차,7952
2019-01-01,2호선,211,성수,하차,8573
2019-01-01,2호선,212,건대입구,승차,29448
2019-01-01,2호선,212,건대입구,하차,30162
2019-01-01,2호선,213,구의(광진구청),승차,10206
2019-01-01,2호선,213,구의(광진구청),하차,10333
2019-01-01,2호선,214,강변(동서울터미널),승차,29464
2019-01-01,2호선,214,강변(동서울터미널),하차,27366
2019-01-01,2호선,215,잠실나루,승차,5103
2019-01-01,2호선,215,잠실나루,하차,5353
2019-01-01,2호선,216,잠실(송파구청),승차,48669
2019-01-01,2호선,216,잠실(송파구청),하차,43094
2019-01-01,2호선,217,잠실새내,승차,11119
2019-01-01,2호선,217,잠실새내,하차,11580
2019-01-01,2호선,218,종합운동장,승차,4311
2019-01-01,2호선,218,종합운동장,하차,4012
2019-01-01,2호선,219,삼성(무역센터),승차,25168
2019-01-01,2호선,219,삼성(무역센터),하차,24587
2019-01-01,2호선,220,선릉,승차,11661
2019-01-01,2호선,220,선릉,하차,9860
2019-01-01,2호선,221,역삼,승차,10458
2019-01-01,2호선,221,역삼,하차,10651
2019-01-01,2호선,222,강남,승차,38872
2019-01-01,2호선,222,강남,하차,36712
2019-01-01,2호선,223,교대(법원.검찰청),승차,9014
2019-01-01,2호선,223,교대(법원.검찰청),하차,9596
2019-01-01,2호선,224,서초,승차,4549
2019-01-01,2호선,224,서초,하차,4084
2019-01-01,2호선,225,방배,승차,5279
2019-01-01,2호선,225,방배,하차,5805
2019-01-01,2호선,226,사당,승차,18745
2019-01-01,2호선,226,사당,하차,20769
2019-01-01,2호선,227,낙성대,승차,12960
2019-01-01,2호선,227,낙성대,하차,14719
2019-01-01,2호선,228,서울대입구(관악구청),승차,24320
2019-01-01,2호선,228,서울대입구(관악구청),하차,26867
2019-01-01,2호선,229,봉천,승차,11018
2019-01-01,2호선,229,봉천,하차,11075
2019-01-01,2호선,230,신림,승차,36424
2019-01-01,2호선,230,신림,하차,38063
2019-01-01,2호선,231,신대방,승차,14588
2019-01-01,2호선,231,신대방,하차,14729
2019-01-01,2호선,232,구로디지털단지,승차,24587
2019-01-01,2호선,232,구로디지털단지,하차,25261
2019-01-01,2호선,233,대림(구로구청),승차,16663
2019-01-01,2호선,233,대림(구로구청),하차,17536
2019-01-01,2호선,234,신도림,승차,25901
2019-01-01,2호선,234,신도림,하차,26477
2019-01-01,2호선,235,문래,승차,5854
2019-01-01,2호선,235,문래,하차,6250
2019-01-01,2호선,236,영등포구청,승차,6434
2019-01-01,2호선,236,영등포구청,하차,6826
2019-01-01,2호선,237,당산,승차,7990
2019-01-01,2호선,237,당산,하차,8813
2019-01-01,2호선,238,합정,승차,17046
2019-01-01,2호선,238,합정,하차,16970
2019-01-01,2호선,239,홍대입구,승차,70386
2019-01-01,2호선,239,홍대입구,하차,61959
2019-01-01,2호선,240,신촌,승차,26484
2019-01-01,2호선,240,신촌,하차,24942
2019-01-01,2호선,241,이대,승차,9929
2019-01-01,2호선,241,이대,하차,10803
2019-01-01,2호선,242,아현,승차,4374
2019-01-01,2호선,242,아현,하차,4681
2019-01-01,2호선,243,충정로(경기대입구),승차,3806
2019-01-01,2호선,243,충정로(경기대입구),하차,3936
2019-01-01,2호선,244,용답,승차,1510
2019-01-01,2호선,244,용답,하차,1675
2019-01-01,2호선,245,신답,승차,658
2019-01-01,2호선,245,신답,하차,718
2019-01-01,2호선,246,신설동,승차,2593
2019-01-01,2호선,246,신설동,하차,2250
2019-01-01,2호선,247,도림천,승차,328
2019-01-01,2호선,247,도림천,하차,412
2019-01-01,2호선,248,양천구청,승차,2660
2019-01-01,2호선,248,양천구청,하차,2838
2019-01-01,2호선,249,신정네거리,승차,4269
2019-01-01,2호선,249,신정네거리,하차,4480
2019-01-01,2호선,250,용두(동대문구청),승차,1068
2019-01-01,2호선,250,용두(동대문구청),하차,1114
2019-01-02,2호선,201,시청,승차,29545
2019-01-02,2호선,201,시청,하차,28246
2019-01-02,2호선,202,을지로입구,승차,55354
2019-01-02,2호선,202,을지로입구,하차,55542
2019-01-02,2호선,203,을지로3가,승차,26599
2019-01-02,2호선,203,을지로3가,하차,26232
2019-01-02,2호선,204,을지로4가,승차,13446
2019-01-02,2호선,204,을지로4가,하차,13514
2019-01-02,2호선,205,동대문역사문화공원,승차,17464
2019-01-02,2호선,205,동대문역사문화공원,하차,20545
2019-01-02,2호선,206,신당,승차,15100
2019-01-02,2호선,206,신당,하차,16206
2019-01-02,2호선,207,상왕십리,승차,15695
2019-01-02,2호선,207,상왕십리,하차,15155
2019-01-02,2호선,208,왕십리(성동구청),승차,19836
2019-01-02,2호선,208,왕십리(성동구청),하차,16439
2019-01-02,2호선,209,한양대,승차,9366
2019-01-02,2호선,209,한양대,하차,10525
2019-01-02,2호선,210,뚝섬,승차,19780
2019-01-02,2호선,210,뚝섬,하차,21172
2019-01-02,2호선,211,성수,승차,33211
2019-01-02,2호선,211,성수,하차,35700
2019-01-02,2호선,212,건대입구,승차,42998
2019-01-02,2호선,212,건대입구,하차,47131
2019-01-02,2호선,213,구의(광진구청),승차,26528
2019-01-02,2호선,213,구의(광진구청),하차,25984
2019-01-02,2호선,214,강변(동서울터미널),승차,45906
2019-01-02,2호선,214,강변(동서울터미널),하차,42659
2019-01-02,2호선,215,잠실나루,승차,18645
2019-01-02,2호선,215,잠실나루,하차,17972
2019-01-02,2호선,216,잠실(송파구청),승차,86019
2019-01-02,2호선,216,잠실(송파구청),하차,83187
2019-01-02,2호선,217,잠실새내,승차,26435
2019-01-02,2호선,217,잠실새내,하차,26967
2019-01-02,2호선,218,종합운동장,승차,10237
2019-01-02,2호선,218,종합운동장,하차,11925
2019-01-02,2호선,219,삼성(무역센터),승차,63313
2019-01-02,2호선,219,삼성(무역센터),하차,64677
2019-01-02,2호선,220,선릉,승차,65532
2019-01-02,2호선,220,선릉,하차,57765
2019-01-02,2호선,221,역삼,승차,58485
2019-01-02,2호선,221,역삼,하차,64428
2019-01-02,2호선,222,강남,승차,116761
2019-01-02,2호선,222,강남,하차,116765
2019-01-02,2호선,223,교대(법원.검찰청),승차,38739
2019-01-02,2호선,223,교대(법원.검찰청),하차,42889
2019-01-02,2호선,224,서초,승차,24120
2019-01-02,2호선,224,서초,하차,24534
2019-01-02,2호선,225,방배,승차,20496
2019-01-02,2호선,225,방배,하차,20703
2019-01-02,2호선,226,사당,승차,42116
2019-01-02,2호선,226,사당,하차,47679
2019-01-02,2호선,227,낙성대,승차,31304
2019-01-02,2호선,227,낙성대,하차,31085
2019-01-02,2호선,228,서울대입구(관악구청),승차,56129
2019-01-02,2호선,228,서울대입구(관악구청),하차,55458
2019-01-02,2호선,229,봉천,승차,26415
2019-01-02,2호선,229,봉천,하차,24665
2019-01-02,2호선,230,신림,승차,73905
2019-01-02,2호선,230,신림,하차,73485
2019-01-02,2호선,231,신대방,승차,30144
2019-01-02,2호선,231,신대방,하차,29121
2019-01-02,2호선,232,구로디지털단지,승차,71179
2019-01-02,2호선,232,구로디지털단지,하차,71046
2019-01-02,2호선,233,대림(구로구청),승차,30733
2019-01-02,2호선,233,대림(구로구청),하차,31182
2019-01-02,2호선,234,신도림,승차,61083
2019-01-02,2호선,234,신도림,하차,59437
2019-01-02,2호선,235,문래,승차,22668
2019-01-02,2호선,235,문래,하차,22911
2019-01-02,2호선,236,영등포구청,승차,24928
2019-01-02,2호선,236,영등포구청,하차,25239
2019-01-02,2호선,237,당산,승차,22976
2019-01-02,2호선,237,당산,하차,25424
2019-01-02,2호선,238,합정,승차,34069
2019-01-02,2호선,238,합정,하차,35749
2019-01-02,2호선,239,홍대입구,승차,77572
2019-01-02,2호선,239,홍대입구,하차,81904
2019-01-02,2호선,240,신촌,승차,48648
2019-01-02,2호선,240,신촌,하차,50263
2019-01-02,2호선,241,이대,승차,18069
2019-01-02,2호선,241,이대,하차,19500
2019-01-02,2호선,242,아현,승차,10799
2019-01-02,2호선,242,아현,하차,10439
2019-01-02,2호선,243,충정로(경기대입구),승차,12117
2019-01-02,2호선,243,충정로(경기대입구),하차,12937
2019-01-02,2호선,244,용답,승차,2897
2019-01-02,2호선,244,용답,하차,2896
2019-01-02,2호선,245,신답,승차,1771
2019-01-02,2호선,245,신답,하차,1988
2019-01-02,2호선,246,신설동,승차,4376
2019-01-02,2호선,246,신설동,하차,4374
2019-01-02,2호선,247,도림천,승차,1311
2019-01-02,2호선,247,도림천,하차,1434
2019-01-02,2호선,248,양천구청,승차,7476
2019-01-02,2호선,248,양천구청,하차,7806
2019-01-02,2호선,249,신정네거리,승차,10431
2019-01-02,2호선,249,신정네거리,하차,10486
2019-01-02,2호선,250,용두(동대문구청),승차,2451
2019-01-02,2호선,250,용두(동대문구청),하차,2573
2019-01-03,2호선,201,시청,승차,30082
2019-01-03,2호선,201,시청,하차,29536
2019-01-03,2호선,202,을지로입구,승차,57560
2019-01-03,2호선,202,을지로입구,하차,57807
2019-01-03,2호선,203,을지로3가,승차,27111
2019-01-03,2호선,203,을지로3가,하차,26870
2019-01-03,2호선,204,을지로4가,승차,14091
2019-01-03,2호선,204,을지로4가,하차,14078
2019-01-03,2호선,205,동대문역사문화공원,승차,20009
2019-01-03,2호선,205,동대문역사문화공원,하차,22651
2019-01-03,2호선,206,신당,승차,16039
2019-01-03,2호선,206,신당,하차,16770
2019-01-03,2호선,207,상왕십리,승차,16210
2019-01-03,2호선,207,상왕십리,하차,15717
2019-01-03,2호선,208,왕십리(성동구청),승차,21399
2019-01-03,2호선,208,왕십리(성동구청),하차,17393
2019-01-03,2호선,209,한양대,승차,9783
2019-01-03,2호선,209,한양대,하차,10904
2019-01-03,2호선,210,뚝섬,승차,20353
2019-01-03,2호선,210,뚝섬,하차,21762
2019-01-03,2호선,211,성수,승차,34395
2019-01-03,2호선,211,성수,하차,37230
2019-01-03,2호선,212,건대입구,승차,45191
2019-01-03,2호선,212,건대입구,하차,48827
2019-01-03,2호선,213,구의(광진구청),승차,27645
2019-01-03,2호선,213,구의(광진구청),하차,26978
2019-01-03,2호선,214,강변(동서울터미널),승차,45010
2019-01-03,2호선,214,강변(동서울터미널),하차,43724
2019-01-03,2호선,215,잠실나루,승차,19410
2019-01-03,2호선,215,잠실나루,하차,18823
2019-01-03,2호선,216,잠실(송파구청),승차,90995
2019-01-03,2호선,216,잠실(송파구청),하차,87754
2019-01-03,2호선,217,잠실새내,승차,28569
2019-01-03,2호선,217,잠실새내,하차,28309
2019-01-03,2호선,218,종합운동장,승차,11807
2019-01-03,2호선,218,종합운동장,하차,12626
2019-01-03,2호선,219,삼성(무역센터),승차,67721
2019-01-03,2호선,219,삼성(무역센터),하차,69654
2019-01-03,2호선,220,선릉,승차,68992
2019-01-03,2호선,220,선릉,하차,60679
2019-01-03,2호선,221,역삼,승차,60863
2019-01-03,2호선,221,역삼,하차,67230
2019-01-03,2호선,222,강남,승차,122459
2019-01-03,2호선,222,강남,하차,123162
2019-01-03,2호선,223,교대(법원.검찰청),승차,40942
2019-01-03,2호선,223,교대(법원.검찰청),하차,45941
2019-01-03,2호선,224,서초,승차,25104
2019-01-03,2호선,224,서초,하차,25564
2019-01-03,2호선,225,방배,승차,21201
2019-01-03,2호선,225,방배,하차,21727
2019-01-03,2호선,226,사당,승차,46495
2019-01-03,2호선,226,사당,하차,51942
2019-01-03,2호선,227,낙성대,승차,32232
2019-01-03,2호선,227,낙성대,하차,31402
2019-01-03,2호선,228,서울대입구(관악구청),승차,57433
2019-01-03,2호선,228,서울대입구(관악구청),하차,56110
2019-01-03,2호선,229,봉천,승차,27336
2019-01-03,2호선,229,봉천,하차,25513
2019-01-03,2호선,230,신림,승차,75837
2019-01-03,2호선,230,신림,하차,74878
2019-01-03,2호선,231,신대방,승차,30963
2019-01-03,2호선,231,신대방,하차,29702
2019-01-03,2호선,232,구로디지털단지,승차,72952
2019-01-03,2호선,232,구로디지털단지,하차,73377
2019-01-03,2호선,233,대림(구로구청),승차,31130
2019-01-03,2호선,233,대림(구로구청),하차,31850
2019-01-03,2호선,234,신도림,승차,63420
2019-01-03,2호선,234,신도림,하차,61913
2019-01-03,2호선,235,문래,승차,23659
2019-01-03,2호선,235,문래,하차,23883
2019-01-03,2호선,236,영등포구청,승차,26279
2019-01-03,2호선,236,영등포구청,하차,26434
2019-01-03,2호선,237,당산,승차,24362
2019-01-03,2호선,237,당산,하차,27007
2019-01-03,2호선,238,합정,승차,36102
2019-01-03,2호선,238,합정,하차,37894
2019-01-03,2호선,239,홍대입구,승차,79088
2019-01-03,2호선,239,홍대입구,하차,83528
2019-01-03,2호선,240,신촌,승차,49601
2019-01-03,2호선,240,신촌,하차,50877
2019-01-03,2호선,241,이대,승차,18664
2019-01-03,2호선,241,이대,하차,19546
2019-01-03,2호선,242,아현,승차,11010
2019-01-03,2호선,242,아현,하차,10646
2019-01-03,2호선,243,충정로(경기대입구),승차,12426
2019-01-03,2호선,243,충정로(경기대입구),하차,13222
2019-01-03,2호선,244,용답,승차,2955
2019-01-03,2호선,244,용답,하차,3043
2019-01-03,2호선,245,신답,승차,1852
2019-01-03,2호선,245,신답,하차,2088
2019-01-03,2호선,246,신설동,승차,4618
2019-01-03,2호선,246,신설동,하차,4686
2019-01-03,2호선,247,도림천,승차,1351
2019-01-03,2호선,247,도림천,하차,1431
2019-01-03,2호선,248,양천구청,승차,7581
2019-01-03,2호선,248,양천구청,하차,8175
2019-01-03,2호선,249,신정네거리,승차,10469
2019-01-03,2호선,249,신정네거리,하차,10703
2019-01-03,2호선,250,용두(동대문구청),승차,2694
2019-01-03,2호선,250,용두(동대문구청),하차,2741
2019-01-04,2호선,201,시청,승차,30914
2019-01-04,2호선,201,시청,하차,29812
2019-01-04,2호선,202,을지로입구,승차,60339
2019-01-04,2호선,202,을지로입구,하차,60144
2019-01-04,2호선,203,을지로3가,승차,28314
2019-01-04,2호선,203,을지로3가,하차,28064
2019-01-04,2호선,204,을지로4가,승차,14659
2019-01-04,2호선,204,을지로4가,하차,14720
2019-01-04,2호선,205,동대문역사문화공원,승차,19946
2019-01-04,2호선,205,동대문역사문화공원,하차,22875
2019-01-04,2호선,206,신당,승차,16987
2019-01-04,2호선,206,신당,하차,17680
2019-01-04,2호선,207,상왕십리,승차,16915
2019-01-04,2호선,207,상왕십리,하차,15839
2019-01-04,2호선,208,왕십리(성동구청),승차,22493
2019-01-04,2호선,208,왕십리(성동구청),하차,18659
2019-01-04,2호선,209,한양대,승차,9790
2019-01-04,2호선,209,한양대,하차,10910
2019-01-04,2호선,210,뚝섬,승차,21014
2019-01-04,2호선,210,뚝섬,하차,22304
2019-01-04,2호선,211,성수,승차,34577
2019-01-04,2호선,211,성수,하차,37706
2019-01-04,2호선,212,건대입구,승차,48097
2019-01-04,2호선,212,건대입구,하차,55168
2019-01-04,2호선,213,구의(광진구청),승차,28405
2019-01-04,2호선,213,구의(광진구청),하차,27356
2019-01-04,2호선,214,강변(동서울터미널),승차,50532
2019-01-04,2호선,214,강변(동서울터미널),하차,49251
2019-01-04,2호선,215,잠실나루,승차,20458
2019-01-04,2호선,215,잠실나루,하차,19167
2019-01-04,2호선,216,잠실(송파구청),승차,95997
2019-01-04,2호선,216,잠실(송파구청),하차,92679
2019-01-04,2호선,217,잠실새내,승차,28991
2019-01-04,2호선,217,잠실새내,하차,30382
2019-01-04,2호선,218,종합운동장,승차,11658
2019-01-04,2호선,218,종합운동장,하차,12330
2019-01-04,2호선,219,삼성(무역센터),승차,69512
2019-01-04,2호선,219,삼성(무역센터),하차,70865
2019-01-04,2호선,220,선릉,승차,69531
2019-01-04,2호선,220,선릉,하차,61566
2019-01-04,2호선,221,역삼,승차,61385
2019-01-04,2호선,221,역삼,하차,68630
2019-01-04,2호선,222,강남,승차,130071
2019-01-04,2호선,222,강남,하차,135246
2019-01-04,2호선,223,교대(법원.검찰청),승차,43237
2019-01-04,2호선,223,교대(법원.검찰청),하차,48526
2019-01-04,2호선,224,서초,승차,25303
2019-01-04,2호선,224,서초,하차,25777
2019-01-04,2호선,225,방배,승차,21906
2019-01-04,2호선,225,방배,하차,22223
2019-01-04,2호선,226,사당,승차,50463
2019-01-04,2호선,226,사당,하차,56994
2019-01-04,2호선,227,낙성대,승차,34236
2019-01-04,2호선,227,낙성대,하차,32000
2019-01-04,2호선,228,서울대입구(관악구청),승차,61241
2019-01-04,2호선,228,서울대입구(관악구청),하차,59251
2019-01-04,2호선,229,봉천,승차,28018
2019-01-04,2호선,229,봉천,하차,25232
2019-01-04,2호선,230,신림,승차,79137
2019-01-04,2호선,230,신림,하차,78155
2019-01-04,2호선,231,신대방,승차,31962
2019-01-04,2호선,231,신대방,하차,29870
2019-01-04,2호선,232,구로디지털단지,승차,75818
2019-01-04,2호선,232,구로디지털단지,하차,75750
2019-01-04,2호선,233,대림(구로구청),승차,31701
2019-01-04,2호선,233,대림(구로구청),하차,32636
2019-01-04,2호선,234,신도림,승차,65990
2019-01-04,2호선,234,신도림,하차,65386
2019-01-04,2호선,235,문래,승차,24013
2019-01-04,2호선,235,문래,하차,24222
2019-01-04,2호선,236,영등포구청,승차,26528
2019-01-04,2호선,236,영등포구청,하차,26741
2019-01-04,2호선,237,당산,승차,25702
2019-01-04,2호선,237,당산,하차,28255
2019-01-04,2호선,238,합정,승차,38545
2019-01-04,2호선,238,합정,하차,42703
2019-01-04,2호선,239,홍대입구,승차,87452
2019-01-04,2호선,239,홍대입구,하차,99633
2019-01-04,2호선,240,신촌,승차,53186
2019-01-04,2호선,240,신촌,하차,55333
2019-01-04,2호선,241,이대,승차,19669
2019-01-04,2호선,241,이대,하차,20282
2019-01-04,2호선,242,아현,승차,11505
2019-01-04,2호선,242,아현,하차,10852
2019-01-04,2호선,243,충정로(경기대입구),승차,12822
2019-01-04,2호선,243,충정로(경기대입구),하차,13485
2019-01-04,2호선,244,용답,승차,3139
2019-01-04,2호선,244,용답,하차,3035
2019-01-04,2호선,245,신답,승차,1956
2019-01-04,2호선,245,신답,하차,2119
2019-01-04,2호선,246,신설동,승차,5138
2019-01-04,2호선,246,신설동,하차,5346
2019-01-04,2호선,247,도림천,승차,1390
2019-01-04,2호선,247,도림천,하차,1457
2019-01-04,2호선,248,양천구청,승차,7898
2019-01-04,2호선,248,양천구청,하차,8353
2019-01-04,2호선,249,신정네거리,승차,10910
2019-01-04,2호선,249,신정네거리,하차,11167
2019-01-04,2호선,250,용두(동대문구청),승차,2830
2019-01-04,2호선,250,용두(동대문구청),하차,2894
2019-01-05,2호선,201,시청,승차,13294
2019-01-05,2호선,201,시청,하차,11582
2019-01-05,2호선,202,을지로입구,승차,37014
2019-01-05,2호선,202,을지로입구,하차,36075
2019-01-05,2호선,203,을지로3가,승차,13500
2019-01-05,2호선,203,을지로3가,하차,12443
2019-01-05,2호선,204,을지로4가,승차,10149
2019-01-05,2호선,204,을지로4가,하차,10779
2019-01-05,2호선,205,동대문역사문화공원,승차,17540
2019-01-05,2호선,205,동대문역사문화공원,하차,18401
2019-01-05,2호선,206,신당,승차,13046
2019-01-05,2호선,206,신당,하차,13673
2019-01-05,2호선,207,상왕십리,승차,11205
2019-01-05,2호선,207,상왕십리,하차,10361
2019-01-05,2호선,208,왕십리(성동구청),승차,17377
2019-01-05,2호선,208,왕십리(성동구청),하차,15428
2019-01-05,2호선,209,한양대,승차,5554
2019-01-05,2호선,209,한양대,하차,5886
2019-01-05,2호선,210,뚝섬,승차,11029
2019-01-05,2호선,210,뚝섬,하차,11117
2019-01-05,2호선,211,성수,승차,15820
2019-01-05,2호선,211,성수,하차,16837
2019-01-05,2호선,212,건대입구,승차,44960
2019-01-05,2호선,212,건대입구,하차,51670
2019-01-05,2호선,213,구의(광진구청),승차,18817
2019-01-05,2호선,213,구의(광진구청),하차,17723
2019-01-05,2호선,214,강변(동서울터미널),승차,45889
2019-01-05,2호선,214,강변(동서울터미널),하차,45037
2019-01-05,2호선,215,잠실나루,승차,10469
2019-01-05,2호선,215,잠실나루,하차,10172
2019-01-05,2호선,216,잠실(송파구청),승차,82867
2019-01-05,2호선,216,잠실(송파구청),하차,77760
2019-01-05,2호선,217,잠실새내,승차,22407
2019-01-05,2호선,217,잠실새내,하차,23991
2019-01-05,2호선,218,종합운동장,승차,13539
2019-01-05,2호선,218,종합운동장,하차,14256
2019-01-05,2호선,219,삼성(무역센터),승차,44779
2019-01-05,2호선,219,삼성(무역센터),하차,44837
2019-01-05,2호선,220,선릉,승차,31494
2019-01-05,2호선,220,선릉,하차,27898
2019-01-05,2호선,221,역삼,승차,24432
2019-01-05,2호선,221,역삼,하차,25684
2019-01-05,2호선,222,강남,승차,90201
2019-01-05,2호선,222,강남,하차,96080
2019-01-05,2호선,223,교대(법원.검찰청),승차,23086
2019-01-05,2호선,223,교대(법원.검찰청),하차,25902
2019-01-05,2호선,224,서초,승차,13857
2019-01-05,2호선,224,서초,하차,13148
2019-01-05,2호선,225,방배,승차,12776
2019-01-05,2호선,225,방배,하차,12961
2019-01-05,2호선,226,사당,승차,39251
2019-01-05,2호선,226,사당,하차,44287
2019-01-05,2호선,227,낙성대,승차,25696
2019-01-05,2호선,227,낙성대,하차,23697
2019-01-05,2호선,228,서울대입구(관악구청),승차,47046
2019-01-05,2호선,228,서울대입구(관악구청),하차,44629
2019-01-05,2호선,229,봉천,승차,20278
2019-01-05,2호선,229,봉천,하차,18915
2019-01-05,2호선,230,신림,승차,63036
2019-01-05,2호선,230,신림,하차,61618
2019-01-05,2호선,231,신대방,승차,23546
2019-01-05,2호선,231,신대방,하차,22478
2019-01-05,2호선,232,구로디지털단지,승차,44678
2019-01-05,2호선,232,구로디지털단지,하차,44268
2019-01-05,2호선,233,대림(구로구청),승차,23534
2019-01-05,2호선,233,대림(구로구청),하차,25460
2019-01-05,2호선,234,신도림,승차,58864
2019-01-05,2호선,234,신도림,하차,58614
2019-01-05,2호선,235,문래,승차,13215
2019-01-05,2호선,235,문래,하차,13353
2019-01-05,2호선,236,영등포구청,승차,13889
2019-01-05,2호선,236,영등포구청,하차,14209
2019-01-05,2호선,237,당산,승차,16329
2019-01-05,2호선,237,당산,하차,17468
2019-01-05,2호선,238,합정,승차,31630
2019-01-05,2호선,238,합정,하차,35678
2019-01-05,2호선,239,홍대입구,승차,93610
2019-01-05,2호선,239,홍대입구,하차,105694
2019-01-05,2호선,240,신촌,승차,49864
2019-01-05,2호선,240,신촌,하차,50725
2019-01-05,2호선,241,이대,승차,17429
2019-01-05,2호선,241,이대,하차,17976
2019-01-05,2호선,242,아현,승차,8666
2019-01-05,2호선,242,아현,하차,8156
2019-01-05,2호선,243,충정로(경기대입구),승차,7571
2019-01-05,2호선,243,충정로(경기대입구),하차,7814
2019-01-05,2호선,244,용답,승차,2274
2019-01-05,2호선,244,용답,하차,2298
2019-01-05,2호선,245,신답,승차,1239
2019-01-05,2호선,245,신답,하차,1281
2019-01-05,2호선,246,신설동,승차,5080
2019-01-05,2호선,246,신설동,하차,4788
2019-01-05,2호선,247,도림천,승차,794
2019-01-05,2호선,247,도림천,하차,858
2019-01-05,2호선,248,양천구청,승차,5364
2019-01-05,2호선,248,양천구청,하차,5425
2019-01-05,2호선,249,신정네거리,승차,8026
2019-01-05,2호선,249,신정네거리,하차,8113
2019-01-05,2호선,250,용두(동대문구청),승차,1995
2019-01-05,2호선,250,용두(동대문구청),하차,2059
2019-01-06,2호선,201,시청,승차,8441
2019-01-06,2호선,201,시청,하차,6897
2019-01-06,2호선,202,을지로입구,승차,28019
2019-01-06,2호선,202,을지로입구,하차,26472
2019-01-06,2호선,203,을지로3가,승차,10152
2019-01-06,2호선,203,을지로3가,하차,9866
2019-01-06,2호선,204,을지로4가,승차,4192
2019-01-06,2호선,204,을지로4가,하차,4266
2019-01-06,2호선,205,동대문역사문화공원,승차,13357
2019-01-06,2호선,205,동대문역사문화공원,하차,15804
2019-01-06,2호선,206,신당,승차,9528
2019-01-06,2호선,206,신당,하차,10037
2019-01-06,2호선,207,상왕십리,승차,7815
2019-01-06,2호선,207,상왕십리,하차,7742
2019-01-06,2호선,208,왕십리(성동구청),승차,12366
2019-01-06,2호선,208,왕십리(성동구청),하차,10673
2019-01-06,2호선,209,한양대,승차,3153
2019-01-06,2호선,209,한양대,하차,3556
2019-01-06,2호선,210,뚝섬,승차,8212
2019-01-06,2호선,210,뚝섬,하차,8354
2019-01-06,2호선,211,성수,승차,9874
2019-01-06,2호선,211,성수,하차,10559
2019-01-06,2호선,212,건대입구,승차,33590
2019-01-06,2호선,212,건대입구,하차,35603
2019-01-06,2호선,213,구의(광진구청),승차,13087
2019-01-06,2호선,213,구의(광진구청),하차,12912
2019-01-06,2호선,214,강변(동서울터미널),승차,33789
2019-01-06,2호선,214,강변(동서울터미널),하차,34940
2019-01-06,2호선,215,잠실나루,승차,7313
2019-01-06,2호선,215,잠실나루,하차,7578
2019-01-06,2호선,216,잠실(송파구청),승차,59090
2019-01-06,2호선,216,잠실(송파구청),하차,54767
2019-01-06,2호선,217,잠실새내,승차,14704
2019-01-06,2호선,217,잠실새내,하차,15460
2019-01-06,2호선,218,종합운동장,승차,11115
2019-01-06,2호선,218,종합운동장,하차,12086
2019-01-06,2호선,219,삼성(무역센터),승차,30216
2019-01-06,2호선,219,삼성(무역센터),하차,30010
2019-01-06,2호선,220,선릉,승차,16617
2019-01-06,2호선,220,선릉,하차,14057
2019-01-06,2호선,221,역삼,승차,14666
2019-01-06,2호선,221,역삼,하차,14914
2019-01-06,2호선,222,강남,승차,52513
2019-01-06,2호선,222,강남,하차,51403
2019-01-06,2호선,223,교대(법원.검찰청),승차,13675
2019-01-06,2호선,223,교대(법원.검찰청),하차,15206
2019-01-06,2호선,224,서초,승차,16081
2019-01-06,2호선,224,서초,하차,15168
2019-01-06,2호선,225,방배,승차,8708
2019-01-06,2호선,225,방배,하차,9036
2019-01-06,2호선,226,사당,승차,26708
2019-01-06,2호선,226,사당,하차,29782
2019-01-06,2호선,227,낙성대,승차,18263
2019-01-06,2호선,227,낙성대,하차,18438
2019-01-06,2호선,228,서울대입구(관악구청),승차,33512
2019-01-06,2호선,228,서울대입구(관악구청),하차,33649
2019-01-06,2호선,229,봉천,승차,14585
2019-01-06,2호선,229,봉천,하차,14006
2019-01-06,2호선,230,신림,승차,47022
2019-01-06,2호선,230,신림,하차,46517
2019-01-06,2호선,231,신대방,승차,18706
2019-01-06,2호선,231,신대방,하차,18098
2019-01-06,2호선,232,구로디지털단지,승차,32253
2019-01-06,2호선,232,구로디지털단지,하차,31816
2019-01-06,2호선,233,대림(구로구청),승차,20876
2019-01-06,2호선,233,대림(구로구청),하차,21441
2019-01-06,2호선,234,신도림,승차,39386
2019-01-06,2호선,234,신도림,하차,39211
2019-01-06,2호선,235,문래,승차,8152
2019-01-06,2호선,235,문래,하차,8370
